id,Covariate,lq,me,mean,uq,n,sd,se,inv_se,sex,strategy
1102,habitat_end,-0.909714478,-0.681494552,-0.684143156,-0.467310039,1000,0.113373201,0.003585175,77799.92596,M,Egocentric
1102,habitat_log_sl_,-0.29964948,-0.103570873,-0.100095644,0.14208822,1000,0.108986841,0.003446467,84188.32545,M,Egocentric
1102,habitat_start_cos_ta,-0.594235579,-0.461892922,-0.4627717,-0.328808841,1000,0.068026529,0.002151188,216094.3302,M,Egocentric
1102,habitat_start_sl_,0.012091138,0.021397169,0.021195417,0.029173141,1000,0.004360459,0.00013789,52593935.15,M,Egocentric
1102,log_RSS_wood2other,-0.909714478,-0.681494552,-0.684143156,-0.467310039,1000,0.113373201,0.003585175,77799.92596,M,Egocentric
1102,log_sl_,0.153749751,0.343764228,0.349659569,0.573337183,1000,0.107605042,0.00340277,86364.39904,M,Egocentric
1102,mean_speed_other,29.46893239,31.56990869,31.69984144,34.40332882,1000,1.210235027,0.038270992,682.7481998,M,Egocentric
1102,mean_speed_wood,20.41014647,21.33460943,21.35416141,22.37759364,1000,0.503749676,0.015929963,3940.673387,M,Egocentric
1102,sl_,-0.040773877,-0.027733345,-0.028062997,-0.016962114,1000,0.005960218,0.000188479,28149830.02,M,Egocentric
1105,cos_ta_,-0.968629391,-0.905480553,-0.905284329,-0.838931218,1000,0.032350463,0.001023011,955518.2477,F,Egocentric
1105,dist_feedr,-0.028643385,-0.023851587,-0.023877358,-0.01932172,1000,0.002400107,7.59E-05,173595609.3,F,Egocentric
1105,habitat_end,-0.576591865,-0.412969218,-0.409881876,-0.242431239,1000,0.085452992,0.002702261,136944.7714,F,Egocentric
1105,habitat_log_sl_,-0.530017108,-0.219963594,-0.200702991,0.263291685,1000,0.196452895,0.006212386,25910.93783,F,Egocentric
1105,habitat_start_cos_ta,-1.013115316,-0.795357746,-0.801765064,-0.615873366,1000,0.097554284,0.003084937,105076.9144,F,Egocentric
1105,habitat_start_sl_,0.000252956,0.020011959,0.019780997,0.035445022,1000,0.008802797,0.000278369,12905018.35,F,Egocentric
1105,log_RSS_wood2other,-0.576591865,-0.412969218,-0.409881876,-0.242431239,1000,0.085452992,0.002702261,136944.7714,F,Egocentric
1105,log_sl_,-0.071676077,0.068205594,0.071440546,0.234368521,1000,0.079227341,0.002505388,159312.4964,F,Egocentric
1105,mean_speed_other,21.37419407,23.10162286,23.13001683,25.25314936,1000,0.99049,0.031322044,1019.294802,F,Egocentric
1105,mean_speed_wood,20.32282536,20.9624612,20.95619222,21.56744775,1000,0.319033737,0.010088733,9824.86922,F,Egocentric
1105,sl_,-0.01202261,-0.002596246,-0.002826335,0.005122182,1000,0.004398448,0.000139091,51689348.28,F,Egocentric
1106,cos_ta_,-0.820517356,-0.771651353,-0.771358822,-0.721182824,1000,0.025993919,0.000822,1479982.184,F,Allocentric
1106,dist_feedr,-0.016993892,-0.014136793,-0.014150546,-0.011299229,1000,0.001451684,4.59E-05,474521692.3,F,Allocentric
1106,habitat_end,-0.525149171,-0.409246278,-0.408280433,-0.2938503,1000,0.059603886,0.00188484,281482.1467,F,Allocentric
1106,habitat_log_sl_,-0.354204059,-0.234261296,-0.230683514,-0.090210498,1000,0.065315501,0.002065457,234405.3258,F,Allocentric
1106,habitat_start_cos_ta,-0.887892539,-0.773358619,-0.776162693,-0.679092625,1000,0.051342754,0.0016236,379351.3896,F,Allocentric
1106,habitat_start_sl_,0.015662114,0.022226492,0.022158905,0.028217989,1000,0.003149245,9.96E-05,100829350.6,F,Allocentric
1106,log_RSS_wood2other,-0.525149171,-0.409246278,-0.408280433,-0.2938503,1000,0.059603886,0.00188484,281482.1467,F,Allocentric
1106,log_sl_,0.024190746,0.119092481,0.118569695,0.214519164,1000,0.049548574,0.001566863,407321.8282,F,Allocentric
